"id","probability"
32641,"0.507998361846331625"
112348,"0.621368274520804453"
25272,"0.534648057037012681"
18968,"0.514899572875388234"
64575,"0.503432261358520372"
47922,"0.507691563533158363"
30904,"0.224679760323447553"
130371,"0.487361711830563205"
92939,"0.540036737727705773"
45626,"0.537468536476746417"
95815,"0.550660153419766041"
64256,"0.509934110703069932"
137980,"0.479198357453215928"
64922,"0.512107496342866897"
88983,"0.559182241640022504"
144245,"0.504921139340987590"
33552,"0.330409893982231695"
51883,"0.473648869485073565"
71990,"0.501265626510936757"
95666,"0.480902718451297895"
105953,"0.510559361107426835"
134575,"0.387036822660693891"
81652,"0.482731792711744323"
11943,"0.521673204592351780"
142882,"0.481110521701803961"
96881,"0.507223238092232687"
119315,"0.499251026651220897"
40091,"0.474826290602293755"
139048,"0.535866533184322313"
71203,"0.455387557081865957"
81470,"0.508438060378973766"
120720,"0.504718581816365863"
106246,"0.462963855304190597"
57307,"0.535112421583442188"
90844,"0.492253414142716672"
76095,"0.490598436565261753"
144075,"0.436372744603056528"
126421,"0.479699044110849071"
39802,"0.488930476470934350"
109962,"0.469703369730673559"
33292,"0.520494962538379347"
24173,"0.529201101029582732"
125344,"0.544088238828311588"
14577,"0.556919996818645346"
17949,"0.488419466821259141"
19620,"0.550154904191075045"
11623,"0.444317634963368180"
151419,"0.489783051743194753"
81004,"0.518039617823540244"
35204,"0.556818203284094704"
11408,"0.526176574240785122"
50992,"0.494525377423164547"
68181,"0.505269269714651692"
31337,"0.486502168217864239"
71807,"0.517218629326886004"
68053,"0.517401234384967323"
63407,"0.512660702567129478"
136918,"0.399674429688986144"
55455,"0.512472620554222935"
68847,"0.499135532139107496"
142512,"0.525252437954780160"
127872,"0.603725370403723871"
108250,"0.512639169310982856"
84523,"0.501566182079937972"
94924,"0.511752281008130638"
618,"0.523196362329939268"
99006,"0.517243047375522069"
94168,"0.484514048978368583"
145344,"0.458559758382280858"
49895,"0.511442308152416536"
33248,"0.574992546528153570"
139362,"0.453421990154366461"
93221,"0.527928440360517448"
102957,"0.489379662744881205"
118877,"0.512574715141389414"
99029,"0.514349065539334349"
112399,"0.483346587572887398"
120456,"0.502770199187383415"
94211,"0.442587441279357230"
150272,"0.386757742704641083"
109895,"0.503882492123970294"
136908,"0.505972477279277189"
25998,"0.500325359028355621"
78348,"0.490555970867535329"
24174,"0.519605948549049401"
60020,"0.569564002459238883"
69173,"0.497637508697352793"
11449,"0.526216059030534145"
57807,"0.533283382846907905"
95154,"0.493607318781810411"
10140,"0.502204793090257784"
39759,"0.514658777693064784"
6370,"0.545333564822621741"
128789,"0.541580895719717681"
118203,"0.499226851159001117"
151969,"0.557114991122986458"
125415,"0.531207209453537166"
107133,"0.463610762052495018"
95584,"0.474959267190249446"
61627,"0.493007073080201752"
44767,"0.502583098723722976"
92449,"0.525032461683880625"
24300,"0.467556922170880851"
143559,"0.481956781517101196"
89910,"0.494172106317164850"
72040,"0.498354792502743393"
136577,"0.560404091846819719"
11278,"0.467408612611094121"
60863,"0.487971788366119319"
38907,"0.507814579336300365"
87210,"0.540832121014081180"
145703,"0.491260951236707433"
98673,"0.508061571971348713"
14949,"0.477104166824334597"
18676,"0.499297341959837881"
64839,"0.526983653477946845"
132909,"0.524674751385757920"
48449,"0.517448587005791771"
128732,"0.471735796069832791"
26305,"0.517324804106620961"
58136,"0.505159753065431705"
129999,"0.576282450181862527"
47853,"0.572885222913014691"
112063,"0.500278085874566236"
57530,"0.480789435380240882"
137497,"0.524487046388716349"
22195,"0.493518919107362009"
45208,"0.546695383379233513"
86727,"0.522800569890486733"
43380,"0.482152504102578927"
23634,"0.490973681538903195"
54988,"0.547369248485977344"
133899,"0.511898768226874301"
114962,"0.515981407569703787"
49913,"0.490521562274069789"
65103,"0.510469594780488589"
134455,"0.514561012055165912"
96932,"0.540534051991477971"
48282,"0.506217199498480319"
119491,"0.508348765379858736"
119994,"0.571527754050446424"
27670,"0.545525003940076192"
121377,"0.446447796664493635"
138847,"0.520123439740856397"
139400,"0.539668009791858361"
30258,"0.491132192999993278"
69677,"0.534448009446325423"
83324,"0.462648102834922748"
62710,"0.521548924408679615"
88711,"0.466861280136012136"
78451,"0.514098784872993764"
89738,"0.538041345123742465"
148862,"0.507849539089736624"
120474,"0.474917706096735615"
70451,"0.513346064273977110"
30249,"0.468543602235991175"
63304,"0.561031887160100329"
88605,"0.544298787601934286"
3314,"0.454255996030604070"
80362,"0.467489901176467770"
